Title,Price_GBP,Rating_Num,Stock_Quantity,Rating_Percentage,Price_Band,Stock_Status
Icing (Aces Hockey #2),40.44,4,15,80.0,Standard,Healthy Stock
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,4,60.0,Premium,Low Stock
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,15,80.0,Standard,Healthy Stock
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,22,80.0,Premium,Healthy Stock
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,2,100.0,Standard,Low Stock
Frankenstein,38.0,2,15,40.0,Standard,Healthy Stock
Forever Rockers (The Rocker #12),28.8,3,8,60.0,Standard,Healthy Stock
Fighting Fate (Fighting #6),39.24,3,8,60.0,Standard,Healthy Stock
Emma,32.93,2,17,40.0,Standard,Healthy Stock
"Eat, Pray, Love",51.32,3,12,60.0,Premium,Healthy Stock
Deep Under (Walker Security #1),47.09,5,19,100.0,Premium,Healthy Stock
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,10,80.0,Standard,Healthy Stock
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,9,60.0,Budget,Healthy Stock
Charity's Cross (Charles Towne Belles #4),41.24,1,5,20.0,Standard,Healthy Stock
Bright Lines,39.07,5,6,100.0,Standard,Healthy Stock
Bridget Jones's Diary (Bridget Jones #1),29.82,1,20,20.0,Standard,Healthy Stock
Bounty (Colorado Mountain #7),37.26,4,2,80.0,Standard,Low Stock
Blood Defense (Samantha Brinkman #1),20.3,3,24,60.0,Budget,Healthy Stock
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,13,100.0,Standard,Healthy Stock
Beyond Good and Evil,43.38,1,6,20.0,Standard,Healthy Stock
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,5,20.0,Premium,Healthy Stock
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,25,80.0,Premium,Healthy Stock
A Spy's Devotion (The Regency Spies of London #1),16.97,5,1,100.0,Budget,Low Stock
1st to Die (Women's Murder Club #1),53.98,1,21,20.0,Premium,Healthy Stock
"1,000 Places to See Before You Die",26.08,5,22,100.0,Budget,Healthy Stock
